-0.01289173	0.10517388	0.011464389	0.06698721	-0.050967846	-0.31345946	0.24740663	0.022647295	0.12831317	-0.030108796	0.018021788	0.12176255	-0.16061305	-0.048116587	0.052865427	-0.0289131
0.071469575	0.20501463	0.052087136	0.12979452	-0.040465597	-0.17557363	0.14036578	0.018017666	0.03548699	0.061728545	0.04778088	0.104240954	-0.05258078	-0.10969575	0.08685638	-0.097439595
0.40810183	0.49129337	0.38565275	0.43440264	0.31416628	-0.17213535	0.007550204	0.36299908	-0.23707587	0.3682313	0.37894866	0.4795604	0.22364578	-0.39404696	0.38512427	-0.3857388
0.16609861	0.27015948	0.22640736	0.3183623	0.122137904	-0.24563396	0.1211533	0.14889461	-0.10818639	0.0758868	0.186822	0.30209842	0.00504679	-0.20672053	0.20894767	-0.20100042
-0.084705904	0.0493735	-0.0045093256	0.061762907	-0.14098658	-0.2750421	0.23359725	-0.043995164	0.13376117	-0.107037015	-0.049464107	0.06871575	-0.14758089	0.016902301	-0.06459859	-0.047822203
-0.003065204	0.10303968	0.078331284	0.08028642	-0.0033912875	-0.18503441	0.17714469	0.0013583034	0.067920856	0.0013607226	0.06464607	0.09048166	-0.052205723	-0.0077955695	0.06589449	-0.010882131
-0.09253977	0.028629612	-0.051340997	-0.06395236	-0.15178536	-0.32697237	0.26234084	-0.1324108	0.1499242	-0.2054683	-0.09507013	-0.047284238	-0.20743906	0.049269322	-0.043498904	0.046246305
0.17141537	0.24815144	0.18649542	0.2548265	0.14378218	-0.16862491	0.0082904175	0.1260421	-0.15545481	0.12032246	0.14829528	0.25689995	0.11532004	-0.2491805	0.1433071	-0.20358813
-0.14676943	0.032121956	-0.06884951	-0.08460734	-0.111661136	-0.06888403	0.13623571	-0.087210216	0.17375772	-0.10168228	-0.034973145	-0.09176449	-0.09059036	0.059206262	0.000529642	0.13727066
-0.07320774	0.038734116	-0.016137881	0.029682036	-0.12014942	-0.28302965	0.29019576	-0.10842594	0.17338485	-0.14597553	-0.033479966	-0.008085581	-0.23754199	0.06608103	-0.09230672	0.059576306
0.008537284	0.11907971	0.06913019	0.0896998	0.019885106	-0.22800705	0.12849072	0.030597249	0.06390596	-0.040071387	0.08470773	0.1138029	-0.10600621	-0.11062893	-0.013837517	-0.11963091
-0.1835484	0.015888816	-0.10922326	-0.06333625	-0.16065632	-0.3475584	0.33346638	-0.19604528	0.17992954	-0.16175434	-0.09145714	-0.043392085	-0.28746533	0.104179405	-0.12232538	0.1123449
-0.057754576	0.014641167	-0.044078596	0.049271118	-0.094111316	-0.2649903	0.22752573	-0.05355358	0.11073229	-0.08664241	-0.037229184	-0.023991093	-0.20260896	-0.0075994013	-0.064447224	0.017117368
-0.16351077	-0.117172115	-0.15695016	-0.05074923	-0.15678613	-0.35363328	0.30796078	-0.16532943	0.20689991	-0.23558027	-0.18238705	-0.061502125	-0.21013492	0.17494957	-0.16259825	0.09628278
-0.11244115	-0.06979133	-0.08804314	-0.024631277	-0.19175236	-0.31128848	0.26587796	-0.12944157	0.23265828	-0.18800065	-0.1256309	-0.100876324	-0.20499687	0.08176185	-0.09069805	0.099452816
-0.18131913	-0.10890596	-0.19828184	-0.17695773	-0.2475333	-0.2171643	0.20978197	-0.18063967	0.2583064	-0.15845539	-0.1151196	-0.10189378	-0.2091472	0.1501031	-0.122036465	0.12470652
